cpf;indices
105.648.297-49;50168
105.648.397-01;9326
105.649.827-76;15096
105.672.849-30;3692
105.673.498-10;45392
105.678.234-07;34166
105.679.834-39;55505
105.682.743-26;67465
105.683.794-20;87869
105.692.387-30;33508
105.698.237-30;61314
105.728.693-12;53681
105.728.934-50;14005
105.732.684-44;55705
105.736.489-48;4928
105.742.389-05;24586
105.742.693-80;4212
105.743.298-97;4528
105.748.693-01;77243
105.749.263-99;96599
105.762.348-26;68777
105.762.483-71;1458
105.762.834-44;26256
105.762.849-20;21973
105.763.982-68;67288
105.764.298-30;98629
105.764.832-90;55093
105.764.983-00;85654
105.782.964-11;85698
105.789.346-39;26641
105.792.386-95;12521
105.793.684-75;39580
105.827.364-71;19327
105.827.469-49;20388
105.827.694-85;79554
105.829.467-94;10850
105.834.796-93;83013
105.843.796-84;34327
105.843.972-32;25203
105.846.972-01;67850
105.862.974-30;9780
105.873.296-02;40744
105.874.296-58;59853
105.892.467-20;66477
105.892.476-11;4394
105.892.743-41;49802
105.893.246-24;78378
105.894.627-76;15075
105.923.748-23;84032
105.923.768-77;26250
105.926.348-33;69663
105.926.748-94;91755
105.926.847-76;29085
105.927.864-20;19629
105.928.436-70;4643
105.928.643-24;23685
105.928.674-20;59187
105.932.786-40;27644
105.936.478-66;35629
105.936.482-42;22526
105.937.864-75;76046
105.938.647-00;5626
105.938.726-30;11274
105.946.378-48;63418
105.946.732-16;22089
105.964.732-06;73170
105.967.483-10;62686
105.968.732-12;93793
105.974.263-25;22783
105.978.264-20;91406
105.978.362-21;66742
105.982.347-05;66789
105.982.643-70;47613
105.983.267-40;28428
106.235.749-34;28122
106.238.574-80;31431
106.249.538-15;43908
106.249.875-58;96136
106.253.784-07;61338
106.253.849-89;42863
106.253.978-86;99058
106.274.398-96;39217
106.278.435-90;39091
106.284.739-31;49830
106.284.793-87;89623
106.285.739-95;5159
106.287.549-49;77982
106.289.573-86;68001
106.289.735-86;23933
106.294.785-11;7561
106.295.473-43;48163
106.295.784-94;93377
106.324.958-98;80374
106.325.894-42;57820
106.327.594-61;12911
106.342.759-25;28760
106.347.592-99;85023
106.354.278-26;99419
106.354.927-25;96560
106.359.472-34;99260
106.372.598-40;9520
106.372.954-80;68995
106.372.984-03;90618
106.375.429-16;69340
106.379.584-20;42839
106.382.745-08;79451
106.385.274-90;97022
106.385.472-53;85082
106.387.542-08;74803
106.392.574-61;42425
106.394.758-84;59628
106.394.785-57;16089
106.395.487-84;64131
106.425.783-62;74420
106.432.859-89;77443
106.432.958-60;40684
106.432.978-04;37571
106.435.792-06;84121
106.437.259-70;37759
106.438.752-71;94556
106.439.527-99;18632
106.453.879-75;7289
106.472.385-35;67904
106.472.953-34;3986
106.475.398-10;58419
106.478.293-04;76663
106.479.328-22;53470
106.483.957-66;17732
106.487.235-26;88612
106.487.293-03;12673
106.487.395-20;10761
106.487.923-31;9732
106.495.738-20;45853
106.497.835-57;536
106.498.253-06;71189
106.527.349-52;73171
106.527.849-76;93724
106.527.984-11;55955
106.528.439-05;56109
106.528.973-12;85202
106.532.984-98;94028
106.537.298-12;56229
106.538.274-07;81786
106.538.279-03;76128
106.538.742-35;88714
106.547.892-58;18600
106.548.379-10;78252
106.583.427-62;47514
106.584.723-80;75992
106.589.234-98;33844
106.589.237-30;91045
106.592.738-02;93985
106.593.827-68;74174
106.594.372-52;83200
106.597.382-95;48731
106.597.432-99;66990
106.598.374-39;5969
106.723.849-22;18633
106.724.985-02;64909
106.729.348-50;34477
106.729.385-02;53132
106.729.583-68;71650
106.732.589-12;43638
106.738.294-13;61312
106.743.298-13;95824
106.743.958-75;22603
106.745.298-20;46661
106.748.539-20;97998
106.752.394-43;82411
106.753.294-34;29568
106.754.892-02;37129
106.758.239-86;34601
106.759.832-40;57597
106.782.349-22;35122
106.785.439-84;45432
106.792.584-85;27698
106.793.284-40;17023
106.793.582-77;33921
106.795.324-80;50854
106.795.384-10;79836
106.824.357-08;80712
106.824.375-90;39147
106.824.379-13;96941
106.825.943-42;88873
106.827.349-69;17865
106.827.495-67;54062
106.835.429-15;19394
106.837.594-93;30653
106.839.475-75;8652
106.839.547-84;25825
106.839.724-13;32094
106.839.725-02;91110
106.839.754-39;63850
106.847.235-90;6123
106.849.235-05;35209
106.857.249-30;78408
106.872.534-62;52910
106.873.425-62;82007
106.873.429-96;75820
106.873.925-86;45997
106.879.523-95;98482
106.892.475-67;32958
106.892.537-02;90437
106.893.274-04;36428
106.894.327-04;3432
106.925.738-95;83055
106.927.348-13;50122
106.927.485-20;27025
106.932.487-69;79118
106.934.578-48;35464
106.934.587-39;7127
106.934.825-24;479
106.937.485-75;96234
106.943.827-87;85656
106.945.283-15;70716
106.947.832-69;51983
106.948.257-94;63402
106.948.273-04;88318
106.948.372-96;85240
106.973.285-03;85874
106.973.458-66;54061
106.978.354-48;55840
106.983.257-02;91027
106.983.527-77;86034
106.984.273-78;41860
106.984.352-06;11952
107.234.659-16;69835
107.236.548-08;38367
107.236.594-43;41505
107.236.954-07;64531
107.246.589-20;91407
107.246.593-07;1869
107.249.865-02;3619
107.253.498-32;41030
107.254.398-23;725
107.259.468-49;35745
107.259.834-50;88107
107.285.493-79;11506,68642
107.289.653-21;25372
107.293.456-61;96738
107.293.586-40;46801
107.294.856-76;3252
107.296.538-03;50164
107.298.635-30;94571
107.324.689-22;95586
107.325.496-80;56274
107.342.869-96;62515
107.348.962-04;32909
107.352.698-40;72607
107.356.849-01;71400
107.358.642-17;47560
107.358.692-86;3017
107.359.264-25;35397
107.362.894-96;76734
107.365.924-07;57475
107.368.942-50;41772
107.384.529-04;98709
107.385.429-97;37400
107.385.964-93;75239
107.392.846-22;42176
107.394.852-88;25408
107.395.268-12;99133
107.398.564-48;97940
107.425.869-01;19307
107.435.928-32;51511
107.453.826-90;71099
107.456.893-10;18076
107.458.329-97;98428
107.458.396-57;34814
107.462.935-34;86979
107.463.852-26;2961
107.483.592-14;67635
107.485.963-48;19138
107.489.362-03;22073
107.489.365-48;98256
107.492.638-22;6110
107.495.326-61;90064
107.495.832-23;72036
107.495.836-57;3186
107.496.238-96;50563
107.528.463-53;65257
107.528.693-02;39575
107.529.634-06;8375
107.532.468-80;34663
107.532.698-21;79542
107.539.264-07;18899
107.539.684-01;30689
107.542.863-71;8607
107.548.962-85;35971
107.562.934-99;18867
107.563.849-66;15377
107.563.924-70;74248
107.564.932-34;7708
107.568.439-01;50388
107.569.248-20;55948
107.582.936-40;60971
107.583.462-71;38990
107.589.264-30;49852
107.589.463-84;52990
107.589.632-03;15348
107.592.683-12;68484
107.593.846-57;41150
107.598.642-76;74269
107.623.845-90;50384
107.625.894-85;99728
107.628.943-69;44343
107.629.348-40;73096
107.629.453-70;91478
107.629.548-76;1833
107.632.958-68;12441
107.634.829-78;35632
107.634.925-07;54416
107.638.952-02;64785
107.639.458-20;9017
107.639.852-95;13333
107.642.398-13;82044
107.643.985-39;44281
107.645.293-07;34844
107.648.529-49;79818
107.648.532-44;80885
107.648.935-48;3313
107.652.384-62;49491
107.652.943-70;33236
107.654.389-84;98981
107.659.423-99;5419
107.659.438-75;25156
107.659.483-20;19534
107.684.395-66;81603
107.689.245-02;69216
107.692.458-11;4966
107.693.425-07;1188
107.823.596-12;41165
107.823.654-26;24384
107.826.345-08;34582
107.826.439-22;63959
107.836.524-53;24751
107.839.625-68;89230
107.845.396-93;92417
107.845.932-05;33850
107.846.253-44;26300
107.846.329-87;11748
107.849.532-79;53766
107.852.346-08;68016
107.853.964-20;60639
107.854.369-01;3529
107.854.629-02;28507,57982
107.854.926-58;19332
107.856.942-85;50938
107.863.592-77;8799
107.864.932-40;54167
107.869.234-31;93867
107.869.423-04;48291
107.894.256-02;39736
107.894.563-20;77355
107.895.264-76;67741
107.895.423-23;89815
107.926.358-68;19545
107.928.435-41;65732
107.943.685-57;51898,88825
107.953.246-34;90094
107.954.368-66;54688
107.962.348-50;75499
107.968.345-39;10774
107.982.345-04;80081
107.982.356-59;67002
107.982.546-02;79617
107.984.625-58;97618
107.986.435-01;37779
108.235.674-35;23924
108.237.465-26;93482
108.237.964-69;36990
108.239.657-59;52717
108.243.956-89;67804
108.253.746-26;70340
108.264.395-51;49509
108.265.349-70;19451
108.265.974-67;51479
108.273.694-50;61617
108.274.635-53;74722
108.274.965-67;287
108.326.574-17;68450
108.342.576-53;53344
108.342.659-15;54833
108.345.976-75;22357
108.346.927-40;68903
108.346.957-66;37402
108.349.625-51;55346
108.354.796-84;42771
108.356.279-77;70358
108.356.297-59;82668
108.357.924-04;61816
108.359.276-95;75125
108.359.476-10;98311
108.362.954-98;21708
108.364.295-24;44513
108.364.752-08;35493
108.365.297-40;45669
108.367.259-21;5688
108.367.425-08;89540
108.372.495-97;83092
108.372.594-79;44332
108.372.695-12;20988
108.375.269-30;55789
108.379.265-21;86789
108.395.726-03;95944
108.395.764-39;2234
108.396.247-78;42015,43067
108.396.524-70;14040
108.397.456-48;54972
108.423.569-24;58209
108.423.796-22;96221
108.425.976-11;17623
108.427.695-01;81881
108.435.726-71;36648
108.436.259-70;18
108.436.972-96;54352
108.452.396-51;75528
108.456.937-00;26746
108.467.932-96;56400
108.476.953-01;49256
108.479.362-87;32685
108.496.237-31;37647
108.529.467-67;58265
108.529.673-30;39670
108.539.427-14;41890
108.564.293-33;74011
108.567.924-11;23108
108.573.946-57;22883
108.574.923-14;12572
108.623.495-24;45641
108.632.497-87;69074
108.632.794-22;96182
108.634.529-06;83661
108.634.795-10;45967
108.635.724-80;36849
108.637.594-75;15995
108.639.547-66;27919
108.642.397-69;13389
108.642.735-17;72710
108.643.257-62;78242
108.643.579-66;39180
108.643.597-48;79725
108.643.729-22;20473
108.645.397-20;50185
108.645.923-70;17585
108.649.527-67;66140
108.673.942-69;35585
108.674.392-03;67280
108.694.725-85;99124
108.694.735-57;74609
108.723.695-95;21994
108.724.395-50;48685
108.724.936-87;10209
108.725.349-79;71652
108.729.536-02;89043
108.732.465-35;14124
108.734.526-07;91429
108.743.692-31;83360
108.745.692-49;46465
108.746.952-01;67963
108.754.963-93;34798
108.763.429-69;39687
108.765.942-67;8034
108.792.634-31;55989
108.793.526-12;62512
108.794.562-30;93501
108.794.632-87;58421
108.924.765-67;98144
108.925.673-68;8043
108.932.756-03;20574
108.936.524-15;46964
108.936.547-01;32781
108.942.576-76;41616
108.945.376-01;24902
108.946.523-89;32174
108.947.632-96;27181
108.953.724-79;82909
108.954.327-14;99019
108.954.672-67;22503
108.956.473-20;63888
108.965.472-30;41917
108.973.524-32;74773
108.973.654-10;36261
108.975.462-02;27303
108.976.452-94;72580
109.237.456-61;64257
109.237.465-52;26379
109.237.846-40;45443
109.237.854-50;11709
109.238.457-04;75392
109.238.746-31;51185
109.243.867-03;49760
109.245.368-70;20719
109.246.587-11;9395
109.248.657-76;37579
109.248.675-58;24808
109.254.378-32;86680
109.254.673-16;59441
109.256.384-98;10052
109.256.847-67;5984
109.257.368-21;57243
109.257.436-07;91172
109.257.438-79;7266
109.257.463-80;56120
109.258.463-33;94854
109.267.385-77;62902
109.273.486-40;97332
109.274.683-87;25295
109.283.567-95;34772
109.285.763-02;24250
109.286.435-06;64718
109.286.574-85;88961
109.287.356-21;49787
109.342.586-51;9923
109.345.872-05;7459
109.348.526-42;66720
109.348.652-05;18982
109.352.478-23;59637
109.352.647-52;92013
109.352.764-16;7260
109.354.728-60;75978
109.356.847-00;19085
109.358.426-24;37538
109.365.824-05;7644
109.367.582-95;69211
109.368.254-05;66126
109.372.864-78;16416
109.378.465-20;50026
109.384.652-60;50340
109.385.472-32;61552
109.385.672-68;54924
109.386.725-68;54367
109.387.542-97;9376
109.387.625-59;95874
109.423.685-33;33207
109.425.738-97;9906
109.425.763-06;21939
109.426.835-60;95655
109.432.568-60;78228
109.435.682-42;69224
109.436.728-13;95556
109.436.752-43;81651
109.453.876-01;18108
109.456.238-60;36033
109.457.682-49;39675
109.462.357-16;50271
109.462.587-67;24949
109.465.723-99;73550
109.472.638-96;596
109.473.526-43;17720
109.476.538-48;40046
109.483.576-57;74237
109.486.275-49;72942
109.486.372-69;98440
109.486.752-76;56749
109.523.468-42;79071
109.524.738-79;24766
109.524.873-14;15830
109.526.348-05;50352
109.527.683-21;72320
109.528.743-50;78809
109.532.846-89;75032
109.534.782-97;95493
109.534.872-88;88173
109.537.286-68;19231
109.542.683-42;6082
109.547.286-02;41984
109.547.632-70;97535
109.548.276-94;59244
109.562.784-85;50090
109.563.248-51;36931
109.564.872-11;41347
109.567.342-43;6420
109.567.482-01;80846
109.574.328-79;45262
109.574.823-88;41235
109.574.863-75;38109
109.583.742-79;18403
109.587.624-49;82192
109.625.483-24;42085
109.634.758-00;24455
109.635.478-01;91236
109.637.528-12;50060
109.642.538-60;10398
109.642.573-43;21173
109.642.875-01;15826
109.648.735-75;78596
109.652.834-70;50444
109.653.284-06;35274
109.674.358-20;41196
109.675.243-34;53228
109.675.384-75;76466
109.678.354-10;21508
109.683.275-59;11967
109.685.723-59;22328
109.687.425-30;90573
109.726.438-69;40546
109.728.463-87;14630
109.732.846-50;66541
109.742.635-16;99501
109.743.658-66;79465
109.746.235-80;83431
109.746.238-22;64169
109.746.825-94;27540
109.748.325-88;30686
109.753.628-95;8026
109.762.834-50;33311
109.782.346-69;42076
109.783.462-03;7209
109.784.532-04;90807
109.786.543-66;48002
109.823.467-78;85341
109.825.463-51;83600
109.825.764-20;82690
109.826.475-49;4568
109.827.364-87;89842
109.834.256-98;22236
109.834.562-24;77580
109.836.574-75;238
109.843.527-32;10210
109.846.573-39;26882
109.847.325-60;74992
109.847.526-76;21314
109.852.764-01;67760
109.853.267-86;27558
109.854.267-30;70033
109.856.273-95;5391
109.856.274-76;87197
109.856.723-40;57584
109.856.743-93;75455
109.857.236-02;96440
109.857.346-39;39269
109.857.432-04;84236
109.862.473-40;64010
109.863.452-70;81375
109.863.547-75;16468
109.864.753-00;32760
109.865.243-60;34056
109.872.465-85;8061
109.876.453-66;62891
120.349.768-78;12461
120.349.785-79;52389
120.356.978-59;67957
120.357.948-97;66173
120.358.679-59;58388
120.364.879-04;15623
120.365.794-34;90442
120.368.475-44;53191
120.368.795-86;76054
120.368.957-86;49716
120.374.859-05;50993
120.379.568-86;80745
120.384.695-98;89589
120.384.956-70;95185
120.385.467-62;52065
120.385.679-21;49125
120.386.547-35;1678
120.395.746-70;34257
120.395.764-52;54588
120.396.857-40;59646
120.397.648-87;21053
120.435.679-34;86578
120.436.589-05;80546
120.436.875-90;94203
120.436.985-24;90284
120.439.658-24;56472
120.458.736-17;8857
120.469.583-06;80257
120.469.753-16;59399
120.473.956-07;1314
120.475.396-25;6397
120.475.869-76;92507
120.478.365-90;87424
120.478.369-13;88162
120.478.395-05;43515
120.487.396-87;46268
120.489.735-23;28972
120.497.683-03;82827
120.498.365-89;61640
120.498.563-42;10899
120.534.867-08;96675
120.538.947-41;95076
120.539.487-79;94296
120.546.837-44;32491
120.547.396-34;72124
120.549.378-60;71433
120.549.386-70;37240
120.568.497-20;78387
120.568.749-11;93883
120.569.847-76;31167
120.574.698-67;80719
120.576.394-52;9619
120.579.468-94;99348
120.594.387-05;9627
120.596.437-16;53349
120.598.367-86;7615
120.598.643-05;41295
120.634.875-53;88855
120.638.475-17;43661
120.638.594-42;57769
120.643.958-06;50395
120.648.379-22;60254
120.649.583-98;63993
120.654.379-52;94809
120.659.483-70;26625
120.674.835-44;99713
120.674.859-11;42605
120.674.953-99;50754
120.683.549-42;89715
120.685.497-94;35876
120.685.743-90;66296
120.689.375-30;59533
120.689.734-13;3103
120.695.837-59;52903
120.698.574-76;70728
120.739.465-34;89947
120.746.893-22;82120
120.748.356-71;37280
120.749.563-80;41886
120.753.984-88;41605
120.754.896-02;89358
120.756.349-80;94103
120.759.486-58;83883
120.759.863-12;36466
120.764.359-99;10639
120.764.598-20;61578
120.784.653-80;28367
120.785.364-07;62490
120.786.945-76;82513
120.786.954-67;66987
120.794.685-02;22343
120.795.864-67;41598
120.796.348-87;65391
120.834.569-98;39078
120.834.596-60;76849
120.834.956-24;92167
120.835.967-30;56321
120.836.547-90;85655
120.839.576-95;59886
120.843.579-50;98704
120.843.956-15;99632
120.845.736-53;38078
120.847.953-97;57073
120.853.974-41;54232
120.854.637-62;52451
120.857.496-58;54001
120.863.497-69;2267
120.863.579-40;31255
120.863.945-51;49920
120.867.345-90;2067
120.873.465-26;34459
120.876.394-69;39806
120.876.459-49;28211
120.876.534-53;93062
120.893.574-79;88113
120.893.657-30;70851
120.893.675-12;72429
120.895.763-59;67343
120.897.643-50;48998
120.897.653-21;17694
120.936.547-25;19782
120.938.675-59;88128
120.943.687-69;77026
120.945.367-34;11764,51138
120.945.637-07;65744
120.948.763-22;90240
120.953.867-95;60931
120.954.863-15;90936
120.956.873-02;45083
120.957.638-40;4696
120.957.846-85;7462
120.958.463-89;38693
120.964.378-22;75737
120.964.835-06;90635
120.967.845-49;42692
120.973.658-68;67048,67372
120.975.364-25;46156
120.975.684-67;27264
120.976.438-50;60244
120.978.543-97;62153
120.983.465-06;78721
120.983.564-98;96505
120.984.376-50;33522
123.054.687-17;99465
123.057.648-71;857
123.058.976-77;13012
123.059.784-05;51939
123.065.894-70;67795
123.068.974-50;41016
123.074.859-88;91972
123.076.498-40;4902
123.076.948-03;78175
123.085.469-05;25695
123.085.497-50;51994
123.087.546-80;20181
123.094.578-41;186
123.096.754-07;53516
123.097.465-25;90385
123.098.564-60;6403
123.098.654-51;58314
123.406.587-80;10098
123.408.796-04;8337
123.409.865-24;62488
123.456.087-90;52619
123.458.960-51;9710,42146
123.460.857-07;80910
123.460.985-15;41995
123.467.095-06;51051
123.469.758-00;9354
123.486.790-78;43835
123.487.506-35;76867
123.490.568-05;81581
123.490.768-22;3466
123.495.068-51;45703
123.508.469-89;43722
123.508.769-77;23074
123.540.786-17;99625
123.540.896-51;95621
123.548.970-14;20260
123.560.847-62;71399
123.576.094-43;93278
123.584.067-08;12283
123.587.496-64;28783
123.590.687-68;51926
123.590.746-52;51385
123.590.768-68;97441
123.594.780-79;35540
123.597.486-37;64911
123.598.706-02;83801
123.604.789-31;97229
123.607.985-02;2830
123.608.549-33;12719
123.608.754-26;53916
123.609.485-98;60621
123.640.795-43;90255
123.645.780-35;49973
123.648.057-08;45681
123.648.597-19;95450
123.650.874-26;57615
123.654.790-06;48192
123.657.048-08;97839
123.657.498-28;83964
123.659.078-30;34223
123.659.840-70;843
123.670.958-68;42695
123.679.450-80;2950
123.679.504-07;33463
123.679.850-30;36356
123.680.479-13;96439
123.680.594-15;84510
123.680.795-21;23444
123.685.407-17;95063
123.685.970-77;53851
123.690.478-87;72372
123.695.704-07;89535
123.697.540-52;32274
123.698.750-03;77034
123.704.589-41;90382
123.705.649-70;2242
123.705.849-04;31599
123.740.856-35;52825
123.760.948-87;94802
123.780.496-50;2463
123.780.645-35;73743
123.784.560-26;2317
123.785.604-35;4390
123.789.540-50;86235
123.789.640-13;3400
123.794.850-97;51386
123.805.764-08;51404
123.806.794-87;78039
123.807.946-69;57890,99799
123.807.965-21;58079
123.809.746-40;81469
123.840.967-96;93188
123.845.067-90;37746
123.847.906-50;67989
123.850.694-15;13122
123.854.670-62;81700
